player_id,player_name,first_name,last_name,birth_date,school,country,height_inches,weight_lbs,position,draft_year,draft_round,draft_number,from_year,to_year
228,Adam Keefe,Adam,Keefe,1970-02-22,Stanford,USA,81.0,230.0,F,1992.0,1.0,10.0,1992.0,2000.0
1629690,Adam Mokoka,Adam,Mokoka,1998-07-18,Mega Basket,France,76.0,190.0,G,-1.0,-1.0,-1.0,2019.0,2020.0
200747,Adam Morrison,Adam,Morrison,1984-07-19,Gonzaga,USA,80.0,205.0,F,2006.0,1.0,3.0,2006.0,2009.0
2847,Adam Parada,Adam,Parada,,,,,,,,,,,
1962937742,Adam Thoseby,Adam,Thoseby,1900-01-01,,,,,,-1.0,-1.0,-1.0,2017.0,2017.0
1642380,Adama Bal,Adama,Bal,2003-12-18,Santa Clara,France,79.0,190.0,G,-1.0,-1.0,-1.0,2025.0,
1641766,Adama Sanogo,Adama,Sanogo,2002-02-12,Connecticut,Mali,81.0,245.0,F,-1.0,-1.0,-1.0,2023.0,2024.0
1630278,Ade Murkey,Ade,Murkey,1998-01-29,Denver,USA,77.0,200.0,G,-1.0,-1.0,-1.0,2021.0,2021.0
1641737,Adem Bona,Adem,Bona,2003-03-28,UCLA,Nigeria,82.0,235.0,F,2024.0,2.0,41.0,2024.0,
2144,Ademola Okulaja,Ademola,Okulaja,,,,,,,,,,,
519,Ademola Okulaja,Ademola,Okulaja,,,,,,,,,,,
1629678,Admiral Schofield,Admiral,Schofield,1997-03-30,Tennessee,United Kingdom,77.0,241.0,F,2019.0,2.0,42.0,2019.0,2023.0
77035,Adolph Hoefer,Adolph,Hoefer,1917-07-12,Queens,USA,69.0,158.0,G,-1.0,-1.0,-1.0,1946.0,1947.0
1502,Adonal Foyle,Adonal,Foyle,1975-03-09,Colgate,St. Vincent & Grenadines,82.0,270.0,C,1997.0,1.0,8.0,1997.0,2009.0
1631317,Adonis Arms,Adonis,Arms,1998-06-26,Texas Tech,USA,,,,-1.0,-1.0,-1.0,,
1817,Adonis Jordan,Adonis,Jordan,1970-08-21,Kansas,USA,71.0,170.0,G,1993.0,2.0,42.0,1993.0,1998.0
203519,Adonis Thomas,Adonis,Thomas,1993-03-25,Memphis,USA,79.0,240.0,GF,-1.0,-1.0,-1.0,2013.0,2013.0
1642876,Adou Thiero,Adou,Thiero,2004-05-08,Arkansas,USA,79.0,220.0,G,2025.0,2.0,36.0,2025.0,
203940,Adreian Payne,Adreian,Payne,1991-02-19,Michigan State,USA,82.0,237.0,F,2014.0,1.0,15.0,2014.0,2017.0
76237,Adrian Branch,Adrian,Branch,1963-11-17,Maryland,USA,79.0,185.0,F,1985.0,2.0,46.0,1986.0,1989.0
154,Adrian Caldwell,Adrian,Caldwell,1966-07-04,Lamar,USA,80.0,265.0,F,-1.0,-1.0,-1.0,1989.0,1997.0
76504,Adrian Dantley,Adrian,Dantley,1955-02-26,Notre Dame,USA,77.0,208.0,F,1976.0,1.0,6.0,1976.0,1990.0
1559,Adrian Griffin,Adrian,Griffin,1974-07-04,Seton Hall,USA,77.0,230.0,GF,-1.0,-1.0,-1.0,1999.0,2007.0
202935,Adrian Oliver,Adrian,Oliver,,,,,,,,,,,
78178,Adrian Smith,Adrian,Smith,1936-10-05,Kentucky,USA,73.0,180.0,G,1958.0,15.0,85.0,1961.0,1970.0
64062,Adris De Leon,Adris,De Leon,,,,,,,,,,,
1966938165,Agustin Caffaro,Agustin,Caffaro,,,,,,,,,,,
1629958,Ahmad Caver,Ahmad,Caver,1996-09-12,Old Dominion,USA,74.0,174.0,G,2019.0,,,2021.0,2021.0
1629759,Ahmed Hill,Ahmed,Hill,,,,,,,,,,,
2854,Ajani Williams,Ajani,Williams,,,,,,,,,,,
1642349,Ajay Mitchell,Ajay,Mitchell,2002-06-25,California-Santa Barbara,Belgium,76.0,190.0,G,2024.0,2.0,38.0,2024.0,
196295497,Akech Allir,Akech,Allir,1995-01-01,,,,,,-1.0,-1.0,-1.0,,
43199,Akeem Vargas,Akeem,Vargas,1900-01-01,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
204064,Akil Mitchell,Akil,Mitchell,,,,,,,,,,,
200836,Akin Akingbala,Akin,Akingbala,,,,,,,,,,,
196294555,Akoldah Gak,Akoldah,Gak,,,,,,C,,,,,
76160,Al Bianchi,Al,Bianchi,1932-03-26,Bowling Green,USA,75.0,185.0,G,1954.0,2.0,18.0,1956.0,1965.0
76254,Al Brightman,Al,Brightman,1923-09-22,University of Charleston,USA,74.0,195.0,F,-1.0,-1.0,-1.0,1946.0,1946.0
76319,Al Butler,Al,Butler,1938-07-09,Niagara,USA,74.0,175.0,G,1961.0,2.0,17.0,1961.0,1964.0
76343,Al Carlson,Al,Carlson,1951-09-17,Oregon,USA,83.0,235.0,C,-1.0,-1.0,-1.0,1975.0,1975.0
76373,Al Cervi,Al,Cervi,1917-02-12,East HS (NY),USA,71.0,170.0,G,-1.0,-1.0,-1.0,1949.0,1952.0
76634,Al Eberhard,Al,Eberhard,1952-05-10,Missouri,USA,78.0,225.0,F,1974.0,1.0,15.0,1974.0,1977.0
76708,Al Ferrari,Al,Ferrari,1933-07-06,Michigan State,USA,76.0,190.0,G,1955.0,3.0,15.0,1955.0,1962.0
76722,Al Fleming,Al,Fleming,1954-04-05,Arizona,USA,79.0,215.0,F,1976.0,2.0,30.0,1977.0,1977.0
76907,Al Guokas,Al,Guokas,1925-08-07,St. Joseph's (PA),USA,77.0,200.0,F,-1.0,-1.0,-1.0,1949.0,1949.0
76915,Al Hairston,Al,Hairston,1945-12-11,Bowling Green,USA,73.0,170.0,G,1968.0,5.0,52.0,1968.0,1969.0
1733,Al Harrington,Al,Harrington,1980-02-17,St. Patrick HS (NJ),USA,81.0,245.0,F,1998.0,1.0,25.0,1998.0,2013.0
77000,Al Henry,Al,Henry,1949-02-09,Wisconsin,USA,81.0,190.0,C,1970.0,1.0,12.0,1970.0,1971.0
201143,Al Horford,Al,Horford,1986-06-03,Florida,Dominican Republic,80.0,240.0,FC,2007.0,1.0,3.0,2007.0,
77099,Al Jackson,Al,Jackson,1943-07-29,Wilberforce,USA,73.0,185.0,G,-1.0,-1.0,-1.0,1967.0,1967.0
2744,Al Jefferson,Al,Jefferson,1985-01-04,No College,USA,82.0,280.0,C,2004.0,1.0,15.0,2004.0,2017.0
77417,Al Lucas,Al,Lucas,1922-07-04,Fordham,USA,75.0,195.0,F,-1.0,-1.0,-1.0,1948.0,1948.0
77423,Al Lujack,Al,Lujack,1921-10-05,Georgetown,USA,75.0,220.0,F,-1.0,-1.0,-1.0,1946.0,1946.0
77482,Al Masino,Al,Masino,1928-02-05,Canisius,USA,70.0,174.0,G,-1.0,-1.0,-1.0,1952.0,1953.0
77536,Al McGuire,Al,McGuire,1928-09-07,St. John's (NY),USA,74.0,180.0,G,1951.0,6.0,55.0,1951.0,1954.0
77594,Al Miksis,Al,Miksis,1928-02-02,Western Illinois,USA,79.0,210.0,C,-1.0,-1.0,-1.0,1949.0,1949.0
77698,Al Negratti,Al,Negratti,1921-06-12,Seton Hall,USA,75.0,200.0,F,-1.0,-1.0,-1.0,1946.0,1946.0
78010,Al Roges,Al,Roges,1930-10-25,Long Island-Brooklyn,USA,76.0,195.0,F,-1.0,-1.0,-1.0,1953.0,1954.0
78167,Al Skinner,Al,Skinner,1952-06-16,Massachusetts,USA,75.0,190.0,G,1974.0,9.0,160.0,1976.0,1979.0
201154,Al Thornton,Al,Thornton,1983-12-07,Florida State,USA,80.0,235.0,F,2007.0,1.0,14.0,2007.0,2010.0
78372,Al Tucker,Al,Tucker,1943-02-24,Oklahoma Baptist,USA,80.0,190.0,F,1967.0,1.0,6.0,1967.0,1970.0
78610,Al Wood,Al,Wood,1958-06-02,North Carolina,USA,78.0,193.0,G,1981.0,1.0,4.0,1981.0,1986.0
202329,Al-Farouq Aminu,Al-Farouq,Aminu,1990-09-21,Wake Forest,USA,80.0,220.0,F,2010.0,1.0,8.0,2010.0,2020.0
76001,Alaa Abdelnaby,Alaa,Abdelnaby,1968-06-24,Duke,USA,82.0,240.0,F,1990.0,1.0,25.0,1990.0,1994.0
101187,Alan Anderson,Alan,Anderson,1982-10-16,Michigan State,USA,78.0,220.0,GF,-1.0,-1.0,-1.0,2005.0,2016.0
41628,Alan Anderson,Alan,Anderson,,,,,,,,,,,
76947,Alan Hardy,Alan,Hardy,1957-05-25,Michigan,USA,78.0,195.0,G,-1.0,-1.0,-1.0,1980.0,1981.0
673,Alan Henderson,Alan,Henderson,1972-12-02,Indiana,USA,81.0,240.0,FC,1995.0,1.0,16.0,1995.0,2006.0
1628,Alan Ogg,Alan,Ogg,1967-07-05,Alabama-Birmingham,USA,86.0,240.0,C,-1.0,-1.0,-1.0,1990.0,1992.0
78067,Alan Sawyer,Alan,Sawyer,1928-01-01,UCLA,USA,77.0,195.0,F,1950.0,3.0,,1950.0,1950.0
1626210,Alan Williams,Alan,Williams,1993-01-28,Cal-Santa Barbara,USA,80.0,265.0,FC,-1.0,-1.0,-1.0,2015.0,2018.0
201169,Alando Tucker,Alando,Tucker,1984-02-11,Wisconsin,USA,78.0,205.0,F,2007.0,1.0,29.0,2007.0,2009.0
77263,Albert King,Albert,King,1959-12-17,Maryland,USA,78.0,190.0,F,1981.0,1.0,10.0,1981.0,1991.0
56078,Albert Miralles,Albert,Miralles,,,,,,,,,,,
196294534,Alberto Abalde,Alberto,Abalde,,,,,,,,,,,
196295097,Alec Anigbata,Alec,Anigbata,1995-01-01,,,,,,-1.0,-1.0,-1.0,,
202692,Alec Burks,Alec,Burks,1991-07-20,Colorado,USA,77.0,214.0,G,2011.0,1.0,12.0,2011.0,2024.0
77251,Alec Kessler,Alec,Kessler,1967-01-13,Georgia,USA,83.0,230.0,F,1990.0,1.0,12.0,1990.0,1993.0
1628409,Alec Peters,Alec,Peters,1995-04-13,Valparaiso,USA,81.0,235.0,F,2017.0,2.0,54.0,2017.0,2017.0
1630758,Aleem Ford,Aleem,Ford,1997-12-22,Wisconsin,USA,80.0,220.0,F,-1.0,-1.0,-1.0,2021.0,2021.0
43194,Aleks Maric,Aleks,Maric,1900-01-01,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
1059,Aleksandar Djordjevic,Aleksandar,Djordjevic,1967-08-26,Fortitudo Bologna,Serbia,74.0,198.0,G,-1.0,-1.0,-1.0,1996.0,1996.0
41203,Aleksandar Maric,Aleksandar,Maric,,,,,,,,,,,
41211,Aleksandar Mitrovic,Aleksandar,Mitrovic,,,,,,,,,,,
1893,Aleksandar Radojevic,Aleksandar,Radojevic,1976-08-08,Buducnost,Bosnia and Herzegovina,87.0,250.0,C,1999.0,1.0,12.0,1999.0,2004.0
41205,Aleksandar Rasic,Aleksandar,Rasic,,,,,,,,,,,
56059,Aleksandar Rasic,Aleksandar,Rasic,,,,,,,,,,,
1630197,Aleksej Pokusevski,Aleksej,Pokusevski,2001-12-26,Olympiacos,Serbia,84.0,210.0,F,2020.0,1.0,17.0,2020.0,2023.0
42588,Aleksey Zozulin,Aleksey,Zozulin,1900-01-01,,,,,,-1.0,-1.0,-1.0,2013.0,2013.0
1629346,Alen Smailagic,Alen,Smailagic,2000-08-18,Beko,Serbia,82.0,215.0,F,2019.0,2.0,39.0,2019.0,2020.0
56043,Alessandro Gentile,Alessandro,Gentile,1992-11-12,,Italy,,,,-1.0,-1.0,-1.0,2012.0,2012.0
40033,Alessandro Tonolli,Alessandro,Tonolli,,,,,,,,,,,
203518,Alex Abrines,Alex,Abrines,1993-08-01,FC Barcelona,Spain,78.0,200.0,G,2013.0,2.0,32.0,2016.0,2018.0
56017,Alex Abrines,Alex,Abrines,,,,,,,,,,,
101165,Alex Acker,Alex,Acker,1983-01-21,Pepperdine,USA,77.0,185.0,G,2005.0,2.0,60.0,2005.0,2008.0
1630828,Alex Antetokounmpo,Alex,Antetokounmpo,2001-08-27,,Greece,80.0,214.0,F,-1.0,-1.0,-1.0,2025.0,
76180,Alex Blackwell,Alex,Blackwell,1970-06-27,Monmouth,USA,78.0,250.0,F,-1.0,-1.0,-1.0,1992.0,1992.0
76228,Alex Bradley,Alex,Bradley,1959-10-30,Villanova,USA,78.0,215.0,F,1981.0,4.0,86.0,1981.0,1981.0
1627936,Alex Caruso,Alex,Caruso,1994-02-28,Texas A&M,USA,77.0,186.0,G,-1.0,-1.0,-1.0,2017.0,
42564,Alex Chubrevich,Alex,Chubrevich,1986-07-23,,,,,,-1.0,-1.0,-1.0,2013.0,2013.0
43233,Alex Chubrevich,Alex,Chubrevich,1986-07-23,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
56086,Alex Chubrevich,Alex,Chubrevich,,,,,,,,,,,
1642505,Alex Ducas,Alex,Ducas,2000-12-11,St. Mary's (CA),Australia,79.0,220.0,G,-1.0,-1.0,-1.0,2024.0,2024.0
76673,Alex English,Alex,English,1954-01-05,South Carolina,USA,80.0,190.0,F,1976.0,2.0,23.0,1976.0,1990.0
1641788,Alex Fudge,Alex,Fudge,2003-05-06,Florida,USA,80.0,200.0,F,-1.0,-1.0,-1.0,2023.0,2023.0
2682,Alex Garcia,Alex,Garcia,1980-03-04,Ribeirao Preto,Brazil,75.0,195.0,GF,-1.0,-1.0,-1.0,2003.0,2004.0
76897,Alex Groza,Alex,Groza,1926-10-07,Kentucky,USA,79.0,218.0,C,1949.0,1.0,2.0,1949.0,1950.0
1628174,Alex Hamilton,Alex,Hamilton,,,,,,,,,,,
76937,Alex Hannum,Alex,Hannum,1923-07-19,Southern California,USA,79.0,210.0,F,1948.0,,,1949.0,1956.0
43197,Alex King,Alex,King,1900-01-01,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
203945,Alex Kirk,Alex,Kirk,1991-11-14,New Mexico,USA,84.0,245.0,C,-1.0,-1.0,-1.0,2014.0,2014.0
196294088,Alex Leder,Alex,Leder,,,,,,,,,,,
196294590,Alex Leder,Alex,Leder,,,,,,,,,,,
203458,Alex Len,Alex,Len,1993-06-16,Maryland,Ukraine,84.0,250.0,C,2013.0,1.0,5.0,2013.0,2024.0
196294567,Alex McNaught,Alex,McNaught,,,,,,,,,,,
196295053,Alex McNaught,Alex,McNaught,1995-01-01,,,,,,-1.0,-1.0,-1.0,,
1631457,Alex Morales,Alex,Morales,1997-11-21,Wagner,USA,78.0,210.0,G,-1.0,-1.0,-1.0,2025.0,
1966938147,Alex Mudronja,Alex,Mudronja,,,,,,,,,,,
40047,Alex Mumbru,Alex,Mumbru,,,,,,,,,,,
42553,Alex Mumbru,Alex,Mumbru,1900-01-01,,,,,,-1.0,-1.0,-1.0,2013.0,2013.0
1631499,Alex O'Connell,Alex,O'Connell,1999-06-02,Creighton,USA,,,,-1.0,-1.0,-1.0,,
64029,Alex Pledger,Alex,Pledger,,,,,,,,,,,
1627816,Alex Poythress,Alex,Poythress,1993-09-06,Kentucky,USA,81.0,235.0,F,-1.0,-1.0,-1.0,2016.0,2018.0
1642024,Alex Reese,Alex,Reese,1999-05-21,Alabama,USA,81.0,245.0,FC,-1.0,-1.0,-1.0,2024.0,2024.0
43204,Alex Renfoe,Alex,Renfoe,1900-01-01,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
1642259,Alex Sarr,Alex,Sarr,2005-04-26,Washington Wizards,France,84.0,205.0,C,2024.0,1.0,2.0,2024.0,
2637,Alex Scales,Alex,Scales,1978-07-03,Oregon,USA,76.0,195.0,G,-1.0,-1.0,-1.0,2005.0,2005.0
1627293,Alex Stepheson,Alex,Stepheson,1987-08-07,Southern California,USA,82.0,270.0,F,-1.0,-1.0,-1.0,2015.0,2015.0
78261,Alex Stivrins,Alex,Stivrins,1962-11-29,Colorado,USA,80.0,220.0,F,1985.0,4.0,75.0,1985.0,1992.0
1642893,Alex Toohey,Alex,Toohey,2004-05-05,Sydney Kings,Australia,,,,2025.0,2.0,52.0,,
43186,Alex Tyus,Alex,Tyus,1900-01-01,,,,,,-1.0,-1.0,-1.0,2014.0,2014.0
76658,Alexander Ellis,Alexander,Ellis,1936-02-11,Niagara,USA,77.0,185.0,F,1958.0,3.0,16.0,1958.0,1959.0
200792,Alexander Johnson,Alexander,Johnson,1983-02-08,Florida State,USA,81.0,240.0,F,2006.0,2.0,45.0,2006.0,2009.0
9003,Alexander Kaun,Alexander,Kaun,,,,,,,,,,,
78017,Alexander Rosenberg,Alexander,Rosenberg,1918-04-07,St. Joseph's (PA),USA,70.0,165.0,G,-1.0,-1.0,-1.0,1946.0,1946.0
78421,Alexander Volkov,Alexander,Volkov,1964-03-29,Stroitel,Ukraine,82.0,218.0,C,1986.0,6.0,134.0,1989.0,1991.0
40091,Alexey Savrasenko,Alexey,Savrasenko,,,,,,,,,,,
203144,Alexey Shved,Alexey,Shved,1988-12-16,CSKA Moscow,Russia,78.0,187.0,G,-1.0,-1.0,-1.0,2012.0,2014.0
40093,Alexey Shved,Alexey,Shved,,,,,,,,,,,
9008,Alexey Shved,Alexey,Shved,,,,,,,,,,,
201582,Alexis Ajinca,Alexis,Ajinca,1988-05-06,Hyeres-Toulon,France,86.0,248.0,C,2008.0,1.0,20.0,2008.0,2017.0
196295091,Alfonso Plummer,Alfonso,Plummer,1995-01-01,,,,,,-1.0,-1.0,-1.0,,
40063,Alfonso Sanchez,Alfonso,Sanchez,,,,,,,,,,,
1628035,Alfonzo McKinnie,Alfonzo,McKinnie,1992-09-17,Wisc.-Green Bay,USA,79.0,215.0,F,-1.0,-1.0,-1.0,2017.0,2021.0
77076,Alfredrick Hughes,Alfredrick,Hughes,1962-07-19,Loyola-Chicago,USA,77.0,215.0,F,1985.0,1.0,14.0,1985.0,1985.0
1642918,Alijah Martin,Alijah,Martin,2001-12-26,Florida,USA,74.0,210.0,G,2025.0,2.0,39.0,2025.0,
1628993,Alize Johnson,Alize,Johnson,1996-04-22,Missouri State,USA,80.0,212.0,F,2018.0,2.0,50.0,2018.0,2022.0
76257,Allan Bristow,Allan,Bristow,1951-08-23,Virginia Tech,USA,79.0,210.0,F,1973.0,2.0,21.0,1973.0,1982.0
275,Allan Houston,Allan,Houston,1971-04-20,Tennessee,USA,78.0,205.0,G,1993.0,1.0,11.0,1993.0,2004.0
200810,Allan Ray,Allan,Ray,1984-06-17,Villanova,USA,74.0,190.0,G,-1.0,-1.0,-1.0,2006.0,2007.0
40038,Allan Ray,Allan,Ray,,,,,,,,,,,
203459,Allen Crabbe,Allen,Crabbe,1992-04-09,California,USA,77.0,212.0,GF,2013.0,2.0,31.0,2013.0,2019.0
947,Allen Iverson,Allen,Iverson,1975-06-07,Georgetown,USA,72.0,165.0,G,1996.0,1.0,1.0,1996.0,2009.0
77353,Allen Leavell,Allen,Leavell,1957-05-27,Oklahoma City,USA,73.0,170.0,G,1979.0,5.0,104.0,1979.0,1988.0
77668,Allen Murphy,Allen,Murphy,1952-07-15,Louisville,USA,76.0,190.0,G,1975.0,2.0,35.0,1976.0,1976.0
77535,Allie McGuire,Allie,McGuire,1951-07-10,Marquette,USA,75.0,175.0,G,1973.0,3.0,49.0,1973.0,1973.0
1629019,Allonzo Trier,Allonzo,Trier,1996-01-17,Arizona,USA,76.0,200.0,G,2018.0,,,2018.0,2019.0
196294093,Alon Sapir,Alon,Sapir,,,,,,,,,,,
1631214,Alondes Williams,Alondes,Williams,1999-06-19,Wake Forest,USA,76.0,210.0,G,-1.0,-1.0,-1.0,2022.0,
76229,Alonzo Bradley,Alonzo,Bradley,1953-10-16,Texas Southern,USA,78.0,190.0,F,1977.0,2.0,29.0,1977.0,1979.0
202087,Alonzo Gee,Alonzo,Gee,1987-05-29,Alabama,USA,78.0,225.0,F,-1.0,-1.0,-1.0,2009.0,2016.0
297,Alonzo Mourning,Alonzo,Mourning,1970-02-08,Georgetown,USA,82.0,261.0,C,1992.0,1.0,2.0,1992.0,2007.0
1630578,Alperen Sengun,Alperen,Sengun,2002-07-25,Besiktas,Turkey,83.0,243.0,C,2021.0,1.0,16.0,2021.0,
76732,Alphonso Ford,Alphonso,Ford,1971-10-31,Mississippi Valley State,USA,73.0,190.0,F,1993.0,2.0,32.0,1993.0,1994.0
2228,Alton Ford,Alton,Ford,1981-05-29,Houston,USA,81.0,280.0,F,2001.0,2.0,50.0,2001.0,2003.0
175,Alton Lister,Alton,Lister,1958-10-01,Arizona State,USA,84.0,245.0,FC,1981.0,1.0,21.0,1981.0,1997.0
76011,Alvan Adams,Alvan,Adams,1954-07-19,Oklahoma,USA,81.0,210.0,C,1975.0,1.0,4.0,1975.0,1987.0
76070,Alvin Attles,Alvin,Attles,1936-11-07,North Carolina A&T,USA,73.0,175.0,G,1960.0,5.0,39.0,1960.0,1970.0
76987,Alvin Heggs,Alvin,Heggs,1967-12-08,Texas,USA,80.0,225.0,F,-1.0,-1.0,-1.0,1995.0,1995.0
77046,Alvin Holt,Alvin,Holt,1946-08-26,Jackson State,USA,79.0,210.0,F,-1.0,-1.0,-1.0,1970.0,1970.0
2264,Alvin Jones,Alvin,Jones,1978-09-09,Georgia Tech,USA,83.0,265.0,C,2001.0,2.0,56.0,2001.0,2002.0
926,Alvin Robertson,Alvin,Robertson,1962-07-22,Arkansas,USA,76.0,208.0,G,1984.0,1.0,7.0,1984.0,1995.0
78095,Alvin Scott,Alvin,Scott,1955-09-14,Oral Roberts,USA,79.0,185.0,F,1977.0,7.0,136.0,1977.0,1984.0
1591,Alvin Sims,Alvin,Sims,1974-10-18,Louisville,USA,76.0,235.0,G,-1.0,-1.0,-1.0,1998.0,1998.0
1541,Alvin Williams,Alvin,Williams,1974-08-06,Villanova,USA,77.0,195.0,G,1997.0,2.0,47.0,1997.0,2006.0
1043,Amal McCaskill,Amal,McCaskill,1973-10-28,Marquette,USA,83.0,235.0,C,1996.0,2.0,49.0,1996.0,2003.0
2405,Amar'e Stoudemire,Amar'e,Stoudemire,1982-11-16,Cypress Creek HS (FL),USA,82.0,245.0,FC,2002.0,1.0,9.0,2002.0,2015.0
509,Amara Sy,Amara,Sy,,,,,,,,,,,
1641735,Amari Bailey,Amari,Bailey,2004-02-17,UCLA,USA,75.0,185.0,G,2023.0,2.0,41.0,2023.0,2023.0
1642873,Amari Williams,Amari,Williams,2002-01-28,Kentucky,United Kingdom,83.0,250.0,FC,2025.0,2.0,46.0,2025.0,
